,dataset,f1,pr_auc,roc_auc,tpr,fpr,precision,accuracy,training_time(sec),Inference_time(sec),folds_best_params
0,2d-gesture.csv,0.3022909837,0.1736771369,0.1970998911,0.6612631544,0.793326529,0.1978355102,0.5852941176,5469.36,12.9184,"{'seq_length': 8, 'dim': 2, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 14, 'batch_size': None}"
1,2d-gesture.csv,0.3361293629,0.2261734516,0.4124597177,0.672052628,0.7312244883,0.2320809739,0.4535294118,5204.77,9.3878,"{'seq_length': 8, 'dim': 2, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 14, 'batch_size': None}"
2,2d-gesture.csv,0.3108295823,0.196704917,0.3869665482,0.731205878,0.7956470573,0.2006803567,0.6594117647,3932.19,7.8104,"{'seq_length': 8, 'dim': 2, 'loss': 'msle', 'l1': 0.002, 'epochs': 1, 'steps_per_epoch': 14, 'batch_size': None}"
3,2d-gesture.csv,0.3509306572,0.221089085,0.4261111079,0.695388885,0.7317199985,0.2434050223,0.4535294118,4305.17,8.1035,"{'seq_length': 8, 'dim': 2, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 14, 'batch_size': None}"
4,2d-gesture.csv,0.2674704111,0.1825401467,0.295588233,0.5933006503,0.7132799986,0.1753135551,0.5076470588,4625.08,6.9573,"{'seq_length': 8, 'dim': 2, 'loss': 'msle', 'l1': 0.002, 'epochs': 1, 'steps_per_epoch': 14, 'batch_size': None}"
5,2d-gesture.csv,0.305049371,0.1553967021,0.2656249978,0.7706874952,0.860615383,0.1909417238,0.7764705882,4131.49,8.0659,"{'seq_length': 8, 'dim': 2, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 14, 'batch_size': None}"
6,2d-gesture.csv,0.3132185577,0.1578294165,0.3320754689,0.8323999945,0.9145471681,0.1937278712,0.7794117647,4464.59,7.3625,"{'seq_length': 8, 'dim': 2, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 14, 'batch_size': None}"
7,2d-gesture.csv,0.2471954954,0.1159131436,0.2036130517,0.749519225,0.8462909076,0.1482018966,0.7794117647,4488,7.6636,"{'seq_length': 8, 'dim': 2, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 14, 'batch_size': None}"
8,2d-gesture.csv,0.3492697004,0.2104545856,0.3437164314,0.7160526278,0.7929795902,0.2390906058,0.6082352941,4539.18,7.5505,"{'seq_length': 8, 'dim': 2, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 14, 'batch_size': None}"
9,2d-gesture.csv,0.371316442,0.220946817,0.3044579513,0.742571425,0.8525319131,0.2513554297,0.7058823529,4057.81,8.1926,"{'seq_length': 8, 'dim': 2, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 14, 'batch_size': None}"
0,chfdb_chf01_275.csv,0.3368310691,0.1124999994,0.2142857005,0.9009999503,0.9325714152,0.2110738073,0.5555,22429.67,27.9006,"{'seq_length': 32, 'dim': 2, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 3, 'batch_size': None}"
1,chfdb_chf01_275.csv,0.5284785945,0.3888888597,0.5555555306,0.9156666379,0.8731666521,0.4210499912,0.5,20678.45,30.8214,"{'seq_length': 32, 'dim': 2, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 3, 'batch_size': None}"
2,chfdb_chf01_275.csv,0.5382966314,0.3809523524,0.5277777549,0.9119999729,0.8689999855,0.4329714194,0.666666,16360.67,25.6813,"{'seq_length': 32, 'dim': 2, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 3, 'batch_size': None}"
3,chfdb_chf01_275.csv,0.452127351,0.4074073687,0.6666666349,0.9556666312,0.9218571297,0.3151365028,0.7,16557.37,29.8486,"{'seq_length': 32, 'dim': 2, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 3, 'batch_size': None}"
4,chfdb_chf01_275.csv,0.4982458621,0.428571388,0.7619047232,0.9436666345,0.8508571307,0.38087142,0.5,16485.56,31.3459,"{'seq_length': 32, 'dim': 2, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 3, 'batch_size': None}"
5,chfdb_chf01_275.csv,0.3016728523,0.1041666668,0.1428571337,0.7524999644,0.8524285593,0.1908206329,0.444444,16896.51,28.4321,"{'seq_length': 32, 'dim': 2, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 3, 'batch_size': None}"
6,chfdb_chf01_275.csv,0.5440047117,0.3944444147,0.5694444184,0.9025833069,0.8534999858,0.4446595142,0.5,17444.45,28.9615,"{'seq_length': 32, 'dim': 2, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 3, 'batch_size': None}"
7,chfdb_chf01_275.csv,0.5236240493,0.374999972,0.4999999792,0.9189166397,0.9311666511,0.3866357086,0.61616161,17740.19,28.7413,"{'seq_length': 32, 'dim': 2, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 3, 'batch_size': None}"
8,chfdb_chf01_275.csv,0.5671266891,0.2604166544,0.7083333038,0.9349999748,0.8724999855,0.4473059441,0.555555,17557.72,27.7321,"{'seq_length': 32, 'dim': 2, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 3, 'batch_size': None}"
9,chfdb_chf01_275.csv,0.5484615661,0.3809523524,0.5277777549,0.9188333076,0.879166652,0.4320833251,0.4,16016.15,26.2442,"{'seq_length': 32, 'dim': 2, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 3, 'batch_size': None}"
0,chfdb_chf13_45590.csv,0.3518253615,0.2249999836,0.399999972,0.7824999609,0.8419999832,0.2272309491,0.6285714286,19936.19,30.4403,"{'seq_length': 32, 'dim': 2, 'loss': 'msle', 'l1': 0.005, 'epochs': 1, 'steps_per_epoch': 2, 'batch_size': None}"
1,chfdb_chf13_45590.csv,0.6648380362,0.6666666056,0.9999999417,0.988999967,0.8152499796,0.5309357025,1,23785.23,33.0493,"{'seq_length': 32, 'dim': 2, 'loss': 'msle', 'l1': 0.005, 'epochs': 1, 'steps_per_epoch': 2, 'batch_size': None}"
2,chfdb_chf13_45590.csv,0.6353904166,0.3333332952,0.999999925,0.9349999663,0.7742499806,0.5382523657,0.8571428571,17360.12,28.6685,"{'seq_length': 32, 'dim': 2, 'loss': 'msle', 'l1': 0.005, 'epochs': 1, 'steps_per_epoch': 2, 'batch_size': None}"
3,chfdb_chf13_45590.csv,0.6025380401,0.3194444226,0.7499999438,0.9918332987,0.9537499762,0.4361857073,0.7014285714,16258.5,26.2624,"{'seq_length': 32, 'dim': 2, 'loss': 'msle', 'l1': 0.005, 'epochs': 1, 'steps_per_epoch': 2, 'batch_size': None}"
4,chfdb_chf13_45590.csv,0.6329713698,0.4833332895,0.7499999563,0.9326666356,0.8149999796,0.5285380814,0.8571428571,17873.14,30.7732,"{'seq_length': 32, 'dim': 2, 'loss': 'msle', 'l1': 0.005, 'epochs': 1, 'steps_per_epoch': 2, 'batch_size': None}"
5,chfdb_chf13_45590.csv,0.6119618478,0.5555554999,0.9166666007,0.9616666318,0.8662499783,0.4833285601,0.8571428571,15259.81,93.0913,"{'seq_length': 32, 'dim': 2, 'loss': 'msle', 'l1': 0.005, 'epochs': 1, 'steps_per_epoch': 2, 'batch_size': None}"
6,chfdb_chf13_45590.csv,0.672857083,0.6666666056,0.9999999417,0.9819999673,0.7877499803,0.5490928441,1,16787.56,31.8075,"{'seq_length': 32, 'dim': 2, 'loss': 'msle', 'l1': 0.005, 'epochs': 1, 'steps_per_epoch': 2, 'batch_size': None}"
7,chfdb_chf13_45590.csv,0.6779618426,0.2222222038,0.8888888185,0.9649999656,0.8649999712,0.5502333201,0.8333333333,17489.92,26.9653,"{'seq_length': 32, 'dim': 2, 'loss': 'msle', 'l1': 0.005, 'epochs': 1, 'steps_per_epoch': 2, 'batch_size': None}"
8,chfdb_chf13_45590.csv,0.5538380398,0.4999999375,0.999999925,0.9979999501,0.8892499778,0.4067333227,0.7666666667,17424.8,23.2838,"{'seq_length': 32, 'dim': 2, 'loss': 'msle', 'l1': 0.005, 'epochs': 1, 'steps_per_epoch': 2, 'batch_size': None}"
9,chfdb_chf13_45590.csv,0.6824666049,0.5277777288,0.833333275,0.9653333007,0.8773333041,0.5541666538,0.8333333333,15827.99,23.4643,"{'seq_length': 32, 'dim': 2, 'loss': 'msle', 'l1': 0.005, 'epochs': 1, 'steps_per_epoch': 2, 'batch_size': None}"
0,chfdbchf15.csv,0.2702501674,0.2756410099,0.5333333137,0.6888333136,0.6911333287,0.1836756195,0.7868421053,22788.08,38.317,"{'seq_length': 32, 'dim': 2, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 4, 'batch_size': None}"
1,chfdbchf15.csv,0.5434959525,0.3737744723,0.6979166375,0.7719999731,0.4264999973,0.5992141417,0.9473684211,20241.4,24.744,"{'seq_length': 32, 'dim': 2, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 4, 'batch_size': None}"
2,chfdbchf15.csv,0.5279534414,0.3777777399,0.7291666347,0.7989999711,0.4446249972,0.5693731174,0.9473684211,16598.51,30.2578,"{'seq_length': 32, 'dim': 2, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 4, 'batch_size': None}"
3,chfdbchf15.csv,0.5169377126,0.3749999624,0.7083333032,0.7883333055,0.4489374972,0.5483627338,0.9473684211,16947.98,28.8367,"{'seq_length': 32, 'dim': 2, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 4, 'batch_size': None}"
4,chfdbchf15.csv,0.5411273684,0.04305555393,0.7187499689,0.7856666387,0.4142499974,0.5864672621,0.9473684211,16372.2,28.6578,"{'seq_length': 32, 'dim': 2, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 4, 'batch_size': None}"
5,chfdbchf15.csv,0.4791636082,0.4999999481,0.9583332808,0.8793332998,0.5394374966,0.4740212471,0.9473684211,16926.28,27.5279,"{'seq_length': 32, 'dim': 2, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 4, 'batch_size': None}"
6,chfdbchf15.csv,0.5224138591,0.05158729913,0.7708332976,0.8139999711,0.4609999971,0.5536806086,0.9473684211,18183.53,30.7729,"{'seq_length': 32, 'dim': 2, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 4, 'batch_size': None}"
7,chfdbchf15.csv,0.5233873043,0.04761904555,0.7499999661,0.7913333046,0.4303749973,0.5497970576,0.9247368421,18644.98,30.2762,"{'seq_length': 32, 'dim': 2, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 4, 'batch_size': None}"
8,chfdbchf15.csv,0.1030170017,0.04503676573,0.03124999824,0.4094999833,0.6159999962,0.05923017684,0.8468421053,17835.53,26.5754,"{'seq_length': 32, 'dim': 2, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 4, 'batch_size': None}"
9,chfdbchf15.csv,0.4443940531,0.4999999375,0.9999999441,0.9974999501,0.6101176435,0.3688041596,1,16255.63,26.2028,"{'seq_length': 32, 'dim': 2, 'loss': 'msle', 'l1': 0.001, 'epochs': 1, 'steps_per_epoch': 4, 'batch_size': None}"
0,ltstdb_20221_43.csv,0.6502999417,0.6527777159,0.8888888296,0.9208333026,0.829666639,0.520283322,0.8333333333,22637.72,28.6001,"{'seq_length': 32, 'dim': 2, 'loss': 'msle', 'l1': 0.005, 'epochs': 1, 'steps_per_epoch': 2, 'batch_size': None}"
1,ltstdb_20221_43.csv,0.6707070825,0.3194444278,0,0.9133332999,0.9449999528,0.5309333222,0.5,20355.57,29.1003,"{'seq_length': 32, 'dim': 2, 'loss': 'msle', 'l1': 0.005, 'epochs': 1, 'steps_per_epoch': 2, 'batch_size': None}"
